id,titulo,infos,valor,local,data_anuncio,link,DATA_COLETA_METADADOS
1034435718,HB20S 2019/2019 1.6 COMFORT PLUS 16V FLEX 4P AUTOMÁTICO,53.527 km  |  Câmbio: Automático  |  Flex  |  ,R$ 74.220,São Luís -  MA,"Hoje, 17:58",https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/hb20s-2019-2019-1-6-comfort-plus-16v-flex-4p-automatico-1034435718,2022-06-01
974010125,COBALT 2019/2019 1.4 MPFI LTZ 8V FLEX 4P MANUAL,555 km  |  Câmbio: Manual  |  Flex  |  ,R$ 67.900,Rio das Ostras -  RJ,"Hoje, 17:31",https://rj.olx.com.br/norte-do-estado-do-rio/autos-e-pecas/carros-vans-e-utilitarios/cobalt-2019-2019-1-4-mpfi-ltz-8v-flex-4p-manual-974010125,2022-06-01
1028823669,VOLKSWAGEN FOX 1.6 MSI COMFORTLINE 8V 2018,144.200 km  |  Câmbio: Manual  |  Flex  |  ,R$ 52.777,Guarulhos -  SP,"Hoje, 17:31",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-fox-1-6-msi-comfortline-8v-2018-1028823669,2022-06-01
976536805,Onix LT2 completíssimo 2020 Apenas 11.000 km Garantia GM Pintura original Mec Rev vd/trc,11.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 70.990,Recife -  PE,"Hoje, 17:31",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/onix-lt2-completissimo-2020-apenas-11-000-km-garantia-gm-pintura-original-mec-rev-vd-trc-976536805,2022-06-01
993136448,"Astra Hatch Advantage 2009 maravilhoso, couro, rodas, som, milhas, pneus novos",211.400 km  |  Câmbio: Manual  |  Flex  |  ,R$ 27.900,Campinas -  SP,"Hoje, 17:31",https://sp.olx.com.br/grande-campinas/autos-e-pecas/carros-vans-e-utilitarios/astra-hatch-advantage-2009-maravilhoso-couro-rodas-som-milhas-pneus-novos-993136448,2022-06-01
1031783547,RANGER 2011/2012 2.3 XLS SPORT 16V 4X2 CS GASOLINA 2P MANUAL,57.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 69.900,São Luís -  MA,"Hoje, 17:31",https://ma.olx.com.br/regiao-de-sao-luis/autos-e-pecas/carros-vans-e-utilitarios/ranger-2011-2012-2-3-xls-sport-16v-4x2-cs-gasolina-2p-manual-1031783547,2022-06-01
1023987543,ECOSPORT 2020/2021 1.5 TI-VCT FLEX SE AUTOMÁTICO,36.318 km  |  Câmbio: Automático  |  Flex  |  ,R$ 87.190,Teresina -  PI,"Hoje, 17:31",https://pi.olx.com.br/regiao-de-teresina-e-parnaiba/autos-e-pecas/carros-vans-e-utilitarios/ecosport-2020-2021-1-5-ti-vct-flex-se-automatico-1023987543,2022-06-01
995457475,Chevrolet Prisma 1.4 LTZ (Aut) 2017,1 km  |  Câmbio: Automático  |  Flex  |  ,R$ 55.900,São João de Meriti -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-prisma-1-4-ltz-aut-2017-995457475,2022-06-01
986103578,DUSTER 2019/2020 1.6 16V SCE FLEX DYNAMIQUE X-TRONIC,59.109 km  |  Câmbio: Automático  |  Flex  |  ,R$ 82.490,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/duster-2019-2020-1-6-16v-sce-flex-dynamique-x-tronic-986103578,2022-06-01
1030911087,SANDERO 2019/2020 1.6 16V SCE FLEX STEPWAY ZEN MANUAL,57.422 km  |  Câmbio: Manual  |  Flex  |  ,R$ 64.990,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-1030911087,2022-06-01
1003479792,KWID INTENSE 1.0 FLEX,51.558 km  |  Câmbio: Manual  |  Flex  |  ,R$ 51.990,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kwid-intense-1-0-flex-1003479792,2022-06-01
1019011199,FIAT ARGO TREKKING 1.3 2020,62.765 km  |  Câmbio: Manual  |  Flex  |  ,R$ 73.900,Curitiba -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-trekking-1-3-2020-1019011199,2022-06-01
1029206894,NISSAN SENTRA SL 2.0 16V-CVT 4p  2019,99.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 93.900,Curitiba -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sl-2-0-16v-cvt-4p-2019-1029206894,2022-06-01
1026836051,Hyundai I30 2.0 automático + couro - 2011 - Valor Real ,73.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 43.900,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-2-0-automatico-couro-2011-valor-real-1026836051,2022-06-01
894396367,Omega 3.8 V6 2004 Relíquia,0 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 39.800,Barra Mansa -  RJ,"Hoje, 17:31",https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/omega-3-8-v6-2004-reliquia-894396367,2022-06-01
1020175673,CITROEN AIRCROSS 2011 IMPECÁVEL!!!,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 38.900,Joinville -  SC,"Hoje, 17:31",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/citroen-aircross-2011-impecavel-1020175673,2022-06-01
1033847357,"NISSAN TIIDA SL 1.8 2012/2013 unico dono, 60.021km RODADOS",60.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 44.900,Vila Velha -  ES,"Hoje, 17:31",https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-sl-1-8-2012-2013-unico-dono-60-021km-rodados-1033847357,2022-06-01
1001655161,VOYAGE 2019/2020 1.6 MSI TOTALFLEX 4P MANUAL,55.959 km  |  Câmbio: Manual  |  Flex  |  ,R$ 59.900,Petrolina -  PE,"Hoje, 17:31",https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/autos-e-pecas/carros-vans-e-utilitarios/voyage-2019-2020-1-6-msi-totalflex-4p-manual-1001655161,2022-06-01
1030628097,Cruze Hatch - 2012,74.557 km  |  Câmbio: Manual  |  Flex  |  ,R$ 52.000,Goiânia -  GO,"Hoje, 17:31",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/cruze-hatch-2012-1030628097,2022-06-01
1039776306,"Sandero 1.6, Expression 2011 (muito inteiro)",85.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 30.900,Juiz de Fora -  MG,"Hoje, 17:31",https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-6-expression-2011-muito-inteiro-1039776306,2022-06-01
1039776469,golf highlane 1.4 tsi,82.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 87.000,Criciúma -  SC,"Hoje, 17:31",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-highlane-1-4-tsi-1039776469,2022-06-01
1016225672,CITROEN C3 PICASSO 1.5 FLEX GLX MANUAL 2012,103.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 34.900,Londrina -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-picasso-1-5-flex-glx-manual-2012-1016225672,2022-06-01
1030911087,SANDERO 2019/2020 1.6 16V SCE FLEX STEPWAY ZEN MANUAL,57.422 km  |  Câmbio: Manual  |  Flex  |  ,R$ 64.990,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/sandero-2019-2020-1-6-16v-sce-flex-stepway-zen-manual-1030911087,2022-06-01
1003479792,KWID INTENSE 1.0 FLEX,51.558 km  |  Câmbio: Manual  |  Flex  |  ,R$ 51.990,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/kwid-intense-1-0-flex-1003479792,2022-06-01
1019011199,FIAT ARGO TREKKING 1.3 2020,62.765 km  |  Câmbio: Manual  |  Flex  |  ,R$ 73.900,Curitiba -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/fiat-argo-trekking-1-3-2020-1019011199,2022-06-01
1029206894,NISSAN SENTRA SL 2.0 16V-CVT 4p  2019,99.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 93.900,Curitiba -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/nissan-sentra-sl-2-0-16v-cvt-4p-2019-1029206894,2022-06-01
1026836051,Hyundai I30 2.0 automático + couro - 2011 - Valor Real ,73.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 43.900,Rio de Janeiro -  RJ,"Hoje, 17:31",https://rj.olx.com.br/rio-de-janeiro-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-i30-2-0-automatico-couro-2011-valor-real-1026836051,2022-06-01
894396367,Omega 3.8 V6 2004 Relíquia,0 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 39.800,Barra Mansa -  RJ,"Hoje, 17:31",https://rj.olx.com.br/serra-angra-dos-reis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/omega-3-8-v6-2004-reliquia-894396367,2022-06-01
1020175673,CITROEN AIRCROSS 2011 IMPECÁVEL!!!,0 km  |  Câmbio: Manual  |  Flex  |  ,R$ 38.900,Joinville -  SC,"Hoje, 17:31",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/citroen-aircross-2011-impecavel-1020175673,2022-06-01
1033847357,"NISSAN TIIDA SL 1.8 2012/2013 unico dono, 60.021km RODADOS",60.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 44.900,Vila Velha -  ES,"Hoje, 17:31",https://es.olx.com.br/norte-do-espirito-santo/autos-e-pecas/carros-vans-e-utilitarios/nissan-tiida-sl-1-8-2012-2013-unico-dono-60-021km-rodados-1033847357,2022-06-01
1001655161,VOYAGE 2019/2020 1.6 MSI TOTALFLEX 4P MANUAL,55.959 km  |  Câmbio: Manual  |  Flex  |  ,R$ 59.900,Petrolina -  PE,"Hoje, 17:31",https://pe.olx.com.br/regiao-de-petrolina-e-garanhuns/autos-e-pecas/carros-vans-e-utilitarios/voyage-2019-2020-1-6-msi-totalflex-4p-manual-1001655161,2022-06-01
1030628097,Cruze Hatch - 2012,74.557 km  |  Câmbio: Manual  |  Flex  |  ,R$ 52.000,Goiânia -  GO,"Hoje, 17:31",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/cruze-hatch-2012-1030628097,2022-06-01
1039776306,"Sandero 1.6, Expression 2011 (muito inteiro)",85.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 30.900,Juiz de Fora -  MG,"Hoje, 17:31",https://mg.olx.com.br/regiao-de-juiz-de-fora/autos-e-pecas/carros-vans-e-utilitarios/sandero-1-6-expression-2011-muito-inteiro-1039776306,2022-06-01
1039776469,golf highlane 1.4 tsi,82.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 87.000,Criciúma -  SC,"Hoje, 17:31",https://sc.olx.com.br/florianopolis-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/golf-highlane-1-4-tsi-1039776469,2022-06-01
1016225672,CITROEN C3 PICASSO 1.5 FLEX GLX MANUAL 2012,103.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 34.900,Londrina -  PR,"Hoje, 17:31",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/citroen-c3-picasso-1-5-flex-glx-manual-2012-1016225672,2022-06-01
976401943,Peugeot Sw 2011,88.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 23.900,Novo Hamburgo -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/peugeot-sw-2011-976401943,2022-06-01
1035820724,Toyota - Corolla GLI 1.8 Manual - 2013,88.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 59.900,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-gli-1-8-manual-2013-1035820724,2022-06-01
1019417978,Hyundai Hb20 1.0 TGDI FLEX DIAMOND AUTOMÁTICO,9.896 km  |  Câmbio: Automático  |  Flex  |  ,R$ 87.990,Brasília -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-1-0-tgdi-flex-diamond-automatico-1019417978,2022-06-01
1012384037,vw gol 1.0 2014 completo,64.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 38.900,Novo Hamburgo -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/vw-gol-1-0-2014-completo-1012384037,2022-06-01
1037201190,Onix Plus At Turbo 2020 / Oportunidade !!! ( O semi novo mais novo do mercado ) Extra!!!!,12.500 km  |  Câmbio: Automático  |  Flex  |  ,R$ 71.870,Recife -  PE,"Hoje, 17:30",https://pe.olx.com.br/grande-recife/autos-e-pecas/carros-vans-e-utilitarios/onix-plus-at-turbo-2020-oportunidade--o-semi-novo-mais-novo-do-mercado-extra-1037201190,2022-06-01
1015127492,RANGER 2015/2016 3.2 LIMITED 4X4 CD 20V DIESEL 4P AUTOMÁTICO,127.452 km  |  Câmbio: Automático  |  Diesel  |  ,R$ 154.900,Salvador -  BA,"Hoje, 17:30",https://ba.olx.com.br/grande-salvador/autos-e-pecas/carros-vans-e-utilitarios/ranger-2015-2016-3-2-limited-4x4-cd-20v-diesel-4p-automatico-1015127492,2022-06-01
930080369,CHEVROLET CRUZE LT HB AT 2017,75.800 km  |  Câmbio: Automático  |  Flex  |  ,R$ 88.900,Londrina -  PR,"Hoje, 17:30",https://pr.olx.com.br/regiao-de-londrina/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-lt-hb-at-2017-930080369,2022-06-01
1039774484,Honda City LX - 2014,99.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 51.900,Fortaleza -  CE,"Hoje, 17:30",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-city-lx-2014-1039774484,2022-06-01
1035455232,Ford Ka 1.0 SE 2017,70.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 44.500,Feira de Santana -  BA,"Hoje, 17:30",https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/autos-e-pecas/carros-vans-e-utilitarios/ford-ka-1-0-se-2017-1035455232,2022-06-01
1039768010,HONDA CR-V EX 2007 COMPLETA ,168.300 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 44.900,Brasilia -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-cr-v-ex-2007-completa-1039768010,2022-06-01
1034886730,Honda civc LXR automatic completo impecavel,113.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 81.900,Maringá -  PR,"Hoje, 17:30",https://pr.olx.com.br/regiao-de-maringa/autos-e-pecas/carros-vans-e-utilitarios/honda-civc-lxr-automatic-completo-impecavel-1034886730,2022-06-01
1034411335,JEEP Renegade Sport 1.8 4P,87.900 km  |  Câmbio: Manual  |  Flex  |  ,R$ 79.900,Pelotas -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-pelotas-rio-grande-e-bage/autos-e-pecas/carros-vans-e-utilitarios/jeep-renegade-sport-1-8-4p-1034411335,2022-06-01
1028843171,VOYAGE 2020/2021 1.6 MSI TOTALFLEX 4P MANUAL,59.042 km  |  Câmbio: Manual  |  Flex  |  ,R$ 61.990,Fortaleza -  CE,"Hoje, 17:30",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/voyage-2020-2021-1-6-msi-totalflex-4p-manual-1028843171,2022-06-01
1039773793,ford edge 2012 awd titanium blindado,78.800 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 72.000,Fortaleza -  CE,"Hoje, 17:30",https://ce.olx.com.br/fortaleza-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/ford-edge-2012-awd-titanium-blindado-1039773793,2022-06-01
1010251676,Celta Ls 1.0 Vhc-e 8v Flex 2012 Branca 2 Portas Basico Veja,99.800 km  |  Câmbio: Manual  |  Flex  |  ,R$ 23.990,São Bernardo do Campo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/celta-ls-1-0-vhc-e-8v-flex-2012-branca-2-portas-basico-veja-1010251676,2022-06-01
999129326,Virtus 1.6 Msi,61.100 km  |  Câmbio: Manual  |  Flex  |  ,R$ 80.900,Joinville -  SC,"Hoje, 17:30",https://sc.olx.com.br/norte-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/virtus-1-6-msi-999129326,2022-06-01
1034232765,CHEVROLET CRUZE 1.4 TURBO LTZ 16V FLEX 4P AUTOMÁTICO,0 km  |  Câmbio: Automático  |  Flex  |  ,R$ 149.587,Brasília -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-cruze-1-4-turbo-ltz-16v-flex-4p-automatico-1034232765,2022-06-01
1007196167,VIRTUS MSI 1.6 2018/2019 ,88.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 69.900,Anápolis -  GO,"Hoje, 17:30",https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/virtus-msi-1-6-2018-2019-1007196167,2022-06-01
1035970641,Volkswagen Saveiro 1.6 (Flex),120.700 km  |  Câmbio: Manual  |  Flex  |  ,R$ 38.900,Belo Horizonte -  MG,"Hoje, 17:30",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-saveiro-1-6-flex-1035970641,2022-06-01
1021419376,G6 1.0 2014 Completo Mega Oferta Periciado ,107.001 km  |  Câmbio: Manual  |  Flex  |  ,R$ 34.900,Curitiba -  PR,"Hoje, 17:30",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/g6-1-0-2014-completo-mega-oferta-periciado-1021419376,2022-06-01
831800467,X5 4.8 -2006,98.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 64.900,Brasília -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/x5-4-8-2006-831800467,2022-06-01
1027660975,TRACKER 2020/2021 1.0 TURBO FLEX LTZ AUTOMÁTICO,53.245 km  |  Câmbio: Automático  |  Flex  |  ,R$ 113.800,Porto Alegre -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tracker-2020-2021-1-0-turbo-flex-ltz-automatico-1027660975,2022-06-01
1039773605,Fiat Fiurino Furgão 2001,300 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 16.500,Campos dos Goytacazes -  RJ,"Hoje, 17:30",https://rj.olx.com.br/norte-do-estado-do-rio/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiurino-furgao-2001-1039773605,2022-06-01
1031508460,Carro,1 km  |  Câmbio: Automático  |  ,,São Vicente -  SP,"Hoje, 17:30",https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-1031508460,2022-06-01
1033618912,Strada 1.4 CE Hard Working modelo 2020 Completa. Muito conservada!,47.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 68.900,Pires do Rio -  GO,"Hoje, 17:30",https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-ce-hard-working-modelo-2020-completa-muito-conservada-1033618912,2022-06-01
1008900879,Chery Tiggo 5x 1.5 Vvt Turbo Iflex t,40.311 km  |  Câmbio: Automático  |  Flex  |  ,R$ 92.500,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-5x-1-5-vvt-turbo-iflex-t-1008900879,2022-06-01
1005725763,JEEP COMPASS 2.0 16V LONGITUDE,36.953 km  |  Câmbio: Automático  |  Flex  |  ,R$ 118.790,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2-0-16v-longitude-1005725763,2022-06-01
1021309850,SO NA EMPORIUM CAR!!! VW FOX 1.0 CONFORTLINE ANO 2016,6 km  |  Câmbio: Manual  |  Flex  |  ,R$ 49.900,Belém -  PA,"Hoje, 17:30",https://pa.olx.com.br/regiao-de-belem/autos-e-pecas/carros-vans-e-utilitarios/so-na-emporium-car-vw-fox-1-0-confortline-ano-2016-1021309850,2022-06-01
1024103926,HR V 2016 EXL 2016 ,70.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 92.500,Arujá -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hr-v-2016-exl-2016-1024103926,2022-06-01
1039776029,"Peugeot 308 , Allure , 2.0 , automático  - teto panorâmico ",71.000 km  |  Câmbio: Automático  |  Flex  |  ,R$ 45.000,Brasília -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/peugeot-308-allure-2-0-automatico-teto-panoramico-1039776029,2022-06-01
1033026413,Ford Mustang GT Premium 5.0 V8 Automático Financia Até 60X,0 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 427.900,Sapiranga -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/ford-mustang-gt-premium-5-0-v8-automatico-financia-ate-60x-1033026413,2022-06-01
1039773221,Saveiro Surf 2016 mais nova do Brasil,33.000 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 62.500,Lages -  SC,"Hoje, 17:30",https://sc.olx.com.br/oeste-de-santa-catarina/autos-e-pecas/carros-vans-e-utilitarios/saveiro-surf-2016-mais-nova-do-brasil-1039773221,2022-06-01
1035918816,Honda Civic 2007 1.8 lxs 16v flex 4p manual,0 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 44.900,Betim -  MG,"Hoje, 17:30",https://mg.olx.com.br/belo-horizonte-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/honda-civic-2007-1-8-lxs-16v-flex-4p-manual-1035918816,2022-06-01
1022375405,Kia Sorento Ex 2.4 Aut,20.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 158.990,São José dos Campos -  SP,"Hoje, 17:30",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/kia-sorento-ex-2-4-aut-1022375405,2022-06-01
1030742517,FIAT PALIO 1.0 MPI ATTRACTIVE 8V,61.453 km  |  Câmbio: Manual  |  Flex  |  ,R$ 38.790,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/fiat-palio-1-0-mpi-attractive-8v-1030742517,2022-06-01
1032660204,TOYOTA COROLLA 2.0 XEI,36.283 km  |  Câmbio: Automático  |  Flex  |  ,R$ 118.790,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/toyota-corolla-2-0-xei-1032660204,2022-06-01
1014147286,FORD JEEP 4X4 1974,30.132 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 69.990,Taubaté -  SP,"Hoje, 17:30",https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/autos-e-pecas/carros-vans-e-utilitarios/ford-jeep-4x4-1974-1014147286,2022-06-01
1021419376,G6 1.0 2014 Completo Mega Oferta Periciado ,107.001 km  |  Câmbio: Manual  |  Flex  |  ,R$ 34.900,Curitiba -  PR,"Hoje, 17:30",https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/autos-e-pecas/carros-vans-e-utilitarios/g6-1-0-2014-completo-mega-oferta-periciado-1021419376,2022-06-01
831800467,X5 4.8 -2006,98.000 km  |  Câmbio: Automático  |  Gasolina  |  ,R$ 64.900,Brasília -  DF,"Hoje, 17:30",https://df.olx.com.br/distrito-federal-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/x5-4-8-2006-831800467,2022-06-01
1027660975,TRACKER 2020/2021 1.0 TURBO FLEX LTZ AUTOMÁTICO,53.245 km  |  Câmbio: Automático  |  Flex  |  ,R$ 113.800,Porto Alegre -  RS,"Hoje, 17:30",https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/autos-e-pecas/carros-vans-e-utilitarios/tracker-2020-2021-1-0-turbo-flex-ltz-automatico-1027660975,2022-06-01
1039773605,Fiat Fiurino Furgão 2001,300 km  |  Câmbio: Manual  |  Gasolina  |  ,R$ 16.500,Campos dos Goytacazes -  RJ,"Hoje, 17:30",https://rj.olx.com.br/norte-do-estado-do-rio/autos-e-pecas/carros-vans-e-utilitarios/fiat-fiurino-furgao-2001-1039773605,2022-06-01
1031508460,Carro,1 km  |  Câmbio: Automático  |  ,,São Vicente -  SP,"Hoje, 17:30",https://sp.olx.com.br/baixada-santista-e-litoral-sul/autos-e-pecas/carros-vans-e-utilitarios/carro-1031508460,2022-06-01
1033618912,Strada 1.4 CE Hard Working modelo 2020 Completa. Muito conservada!,47.000 km  |  Câmbio: Manual  |  Flex  |  ,R$ 68.900,Pires do Rio -  GO,"Hoje, 17:30",https://go.olx.com.br/regiao-de-rio-verde-e-caldas-novas/autos-e-pecas/carros-vans-e-utilitarios/strada-1-4-ce-hard-working-modelo-2020-completa-muito-conservada-1033618912,2022-06-01
1008900879,Chery Tiggo 5x 1.5 Vvt Turbo Iflex t,40.311 km  |  Câmbio: Automático  |  Flex  |  ,R$ 92.500,São Paulo -  SP,"Hoje, 17:30",https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chery-tiggo-5x-1-5-vvt-turbo-iflex-t-1008900879,2022-06-01
